Title,Author,First Published Year,Subjects,Cover Image URL
Passenger to Frankfurt,Agatha Christie,1970,"Detective and mystery stories, English",http://covers.openlibrary.org/b/id/12848937-L.jpg
Why Didn't they Ask Evans?,Agatha Christie,1935,English Detective and mystery stories,http://covers.openlibrary.org/b/id/9831097-L.jpg
Endless Night,Agatha Christie,1967,Fiction,http://covers.openlibrary.org/b/id/12996537-L.jpg
Death Comes as the End,Agatha Christie,1944,Fiction,http://covers.openlibrary.org/b/id/6486149-L.jpg
The Seven Dials Mystery,Agatha Christie,1929,English Detective and mystery stories,http://covers.openlibrary.org/b/id/12996420-L.jpg
Taken at the Flood,Agatha Christie,1948,Hercule Poirot (Fictitious character),http://covers.openlibrary.org/b/id/10247854-L.jpg
The Labours of Hercules,Agatha Christie,1947,Fiction,http://covers.openlibrary.org/b/id/10247192-L.jpg
Dumb Witness,Agatha Christie,1937,Fiction,http://covers.openlibrary.org/b/id/11410650-L.jpg
Sad Cypress,Agatha Christie,1939,Fiction,http://covers.openlibrary.org/b/id/6559532-L.jpg
Hickory Dickory Death,Agatha Christie,1955,English Detective and mystery stories,http://covers.openlibrary.org/b/id/13014831-L.jpg
By the Pricking of My Thumbs,Agatha Christie,1968,Fiction,http://covers.openlibrary.org/b/id/6522833-L.jpg
Destination Unknown,Agatha Christie,1954,English Detective and mystery stories,http://covers.openlibrary.org/b/id/6487762-L.jpg
Postern of Fate,Agatha Christie,1973,Tommy Beresford (Fictitious character),http://covers.openlibrary.org/b/id/6552910-L.jpg
Partners in Crime,Agatha Christie,1963,English Detective and mystery stories,http://covers.openlibrary.org/b/id/6549793-L.jpg
The Mysterious Mr. Quin,Agatha Christie,1930,Mystery,http://covers.openlibrary.org/b/id/10437118-L.jpg
N or M?,Agatha Christie,1941,Fiction,http://covers.openlibrary.org/b/id/11159527-L.jpg
Parker Pyne Investigates,Agatha Christie,1933,Detective and mystery stories,http://covers.openlibrary.org/b/id/11171205-L.jpg
The Pale Horse,Agatha Christie,1961,English Detective and mystery stories,http://covers.openlibrary.org/b/id/6549328-L.jpg
Poirot's Early Cases,Agatha Christie,1963,Hercule Poirot (Fictitious character),http://covers.openlibrary.org/b/id/7884978-L.jpg
The Adventure of the Christmas Pudding,Agatha Christie,1960,Fiction,http://covers.openlibrary.org/b/id/12855353-L.jpg
An Autobiography,Agatha Christie,1977,Authorship,http://covers.openlibrary.org/b/id/12047942-L.jpg
The Listerdale Mystery,Agatha Christie,1961,Mystery,http://covers.openlibrary.org/b/id/13270658-L.jpg
The Under Dog and Other Stories [9 stories],Agatha Christie,1926,Fiction,http://covers.openlibrary.org/b/id/12855106-L.jpg
Spider's Web,Agatha Christie,2000,Diplomats' spouses,http://covers.openlibrary.org/b/id/6881281-L.jpg
The Hound of Death and Other Stories [12 stories],Agatha Christie,1933,English Detective and mystery stories,http://covers.openlibrary.org/b/id/13666175-L.jpg
"Come, tell me how you live",Agatha Christie,1946,Social life and customs,http://covers.openlibrary.org/b/id/12824423-L.jpg
Miss Marple's Final Cases and Two Other Stories [8 stories],Agatha Christie,1979,Agatha Christie,http://covers.openlibrary.org/b/id/10317450-L.jpg
Murder in the Mews,Agatha Christie,1955,Hercule Poirot (Fictitious character),http://covers.openlibrary.org/b/id/6802071-L.jpg
Giant's bread,Agatha Christie,1929,Composers,http://covers.openlibrary.org/b/id/6806226-L.jpg
Rose and the Yew Tree,Agatha Christie,1948,Fiction in English,http://covers.openlibrary.org/b/id/6983331-L.jpg
Murder in the Mews and Other Stories (Dead Man's Mirror / Incredible Theft / Murder in the Mews / Triangle at Rhodes),Agatha Christie,1955,English Short stories,http://covers.openlibrary.org/b/id/13672954-L.jpg
Witness for the Prosecution and Other Stories [11 stories],Agatha Christie,1948,mystery,http://covers.openlibrary.org/b/id/12996480-L.jpg
Problem at Pollensa Bay and Other Stories [8 stories],Agatha Christie,1991,"Fiction, mystery & detective, general",http://covers.openlibrary.org/b/id/10252137-L.jpg
Absent in the Spring,Agatha Christie,1944,Fiction,http://covers.openlibrary.org/b/id/12824428-L.jpg
The Mousetrap and Other Plays,Agatha Christie,1978,English Detective and mystery plays,http://covers.openlibrary.org/b/id/10247523-L.jpg
Golden Ball and Other Stories,Agatha Christie,1971,Protected DAISY,http://covers.openlibrary.org/b/id/10247776-L.jpg
Double Sin and Other Stories,Agatha Christie,1960,English Detective and mystery stories,http://covers.openlibrary.org/b/id/9299171-L.jpg
Unfinished Portrait,Agatha Christie,1934,Suicide,http://covers.openlibrary.org/b/id/10652770-L.jpg
A daughter's a daughter,Agatha Christie,1953,Fiction in English,http://covers.openlibrary.org/b/id/6703638-L.jpg
Three Blind Mice and Other Stories [9 stories],Agatha Christie,1948,English Detective and mystery stories,http://covers.openlibrary.org/b/id/10247859-L.jpg
The Burden,Agatha Christie,1956,"Fiction, romance, suspense",http://covers.openlibrary.org/b/id/9609582-L.jpg
Three Blind Mice [short story],Agatha Christie,1980,Mystery & Detective - General,http://covers.openlibrary.org/b/id/12002063-L.jpg
While the light lasts and other stories,Agatha Christie,1997,English Detective and mystery stories,http://covers.openlibrary.org/b/id/13671158-L.jpg
The Mousetrap,Agatha Christie,1954,English drama,http://covers.openlibrary.org/b/id/6874042-L.jpg
Curtain & The mysterious affair at Styles,Agatha Christie,1970,Hercule Poirot (Fictitious character),http://covers.openlibrary.org/b/id/6906580-L.jpg
Star Over Bethlehem and other stories [6 stories and poems],Agatha Christie,1965,Wunder,http://covers.openlibrary.org/b/id/9295023-L.jpg
The Horse and His Boy,C. S. Lewis,1954,Fantasy,http://covers.openlibrary.org/b/id/9184792-L.jpg
The Magician's Nephew,C. S. Lewis,1955,Fantasy,http://covers.openlibrary.org/b/id/1072931-L.jpg
"The Lion, the Witch and the Wardrobe",C. S. Lewis,1950,the Blitz,http://covers.openlibrary.org/b/id/8441376-L.jpg
Prince Caspian,C. S. Lewis,1951,Fantasy,http://covers.openlibrary.org/b/id/45897-L.jpg
The Silver Chair,C. S. Lewis,1953,Fiction,http://covers.openlibrary.org/b/id/6950992-L.jpg
The Last Battle,C. S. Lewis,1956,Juvenile Fiction,http://covers.openlibrary.org/b/id/6529226-L.jpg
The Voyage of the Dawn Treader,C. S. Lewis,1952,Narnia,http://covers.openlibrary.org/b/id/9184719-L.jpg
The Screwtape Letters,C. S. Lewis,1942,Fiction,http://covers.openlibrary.org/b/id/9184551-L.jpg
Mere Christianity,C. S. Lewis,1943,Apologetics,http://covers.openlibrary.org/b/id/6538891-L.jpg
The Chronicles of Narnia,C. S. Lewis,1970,Fantasy fiction,http://covers.openlibrary.org/b/id/9321656-L.jpg
The Problem of Pain,C. S. Lewis,1940,Pain,http://covers.openlibrary.org/b/id/6554012-L.jpg
That hideous strength,C. S. Lewis,1945,English Fantasy fiction,http://covers.openlibrary.org/b/id/9184879-L.jpg
Out of the Silent Planet,C. S. Lewis,1938,Linguists,http://covers.openlibrary.org/b/id/9321665-L.jpg
Perelandra,C. S. Lewis,1943,Linguists,http://covers.openlibrary.org/b/id/9186044-L.jpg
The Great Divorce,C. S. Lewis,1945,Good and evil,http://covers.openlibrary.org/b/id/6984074-L.jpg
The Four Loves,C. S. Lewis,1960,Love (Theology),http://covers.openlibrary.org/b/id/9321672-L.jpg
Surprised by Joy,C. S. Lewis,1955,Biography,http://covers.openlibrary.org/b/id/9184545-L.jpg
The pilgrim's regress,C. S. Lewis,1933,Fiction,http://covers.openlibrary.org/b/id/6934110-L.jpg
Novels (Screwtape Letters / Screwtape Proposes a Toast),C. S. Lewis,1955,Christianity,http://covers.openlibrary.org/b/id/6602818-L.jpg
A Grief Observed,C. S. Lewis,1961,Death,http://covers.openlibrary.org/b/id/9321678-L.jpg
A Preface to Paradise Lost,C. S. Lewis,1941,History and criticism,http://covers.openlibrary.org/b/id/120724-L.jpg
Till We Have Faces,C. S. Lewis,1956,Fiction,http://covers.openlibrary.org/b/id/9184539-L.jpg
Miracles,C. S. Lewis,1947,Miracles,http://covers.openlibrary.org/b/id/9184514-L.jpg
The allegory of love,C. S. Lewis,1936,Courtly love,http://covers.openlibrary.org/b/id/9321688-L.jpg
Letters to Malcolm,C. S. Lewis,1964,Anglican authors,http://covers.openlibrary.org/b/id/6994848-L.jpg
The Abolition of Man,C. S. Lewis,1943,Study and teaching (Secondary),http://covers.openlibrary.org/b/id/6379595-L.jpg
George MacDonald--An anthology,George MacDonald,1946,"Quotations, maxims",http://covers.openlibrary.org/b/id/10997016-L.jpg
The Weight of Glory,C. S. Lewis,1942,Christianity,http://covers.openlibrary.org/b/id/8266360-L.jpg
Christian reflections,C. S. Lewis,1967,Christianity,http://covers.openlibrary.org/b/id/6799153-L.jpg
Reflections on the Psalms,C. S. Lewis,1958,"Criticism, interpretation",http://covers.openlibrary.org/b/id/6640980-L.jpg
Rehabilitations and other essays,C. S. Lewis,1939,English literature,
Letters of C. S. Lewis,C. S. Lewis,1966,Correspondence,http://covers.openlibrary.org/b/id/9321707-L.jpg
The silver chair,C. S. Lewis,1994,Narnia (Imaginary place),http://covers.openlibrary.org/b/id/10617612-L.jpg
An Experiment in Criticism,C. S. Lewis,1961,Books and reading,http://covers.openlibrary.org/b/id/9321714-L.jpg
The discarded image,C. S. Lewis,1964,History and criticism,http://covers.openlibrary.org/b/id/6489658-L.jpg
"The dark tower, and other stories",C. S. Lewis,1977,Maturation (Psychology),http://covers.openlibrary.org/b/id/9321711-L.jpg
Christian behaviour,C. S. Lewis,1943,Christian ethics,http://covers.openlibrary.org/b/id/9321702-L.jpg
The case for Christianity,C. S. Lewis,1943,Ethics,http://covers.openlibrary.org/b/id/8571449-L.jpg
Screwtape Letters,CrossReach Publications,2017,,
Voyage of the Dawn Treader,Pauline Baynes,2008,,
Boxen,C. S. Lewis,1985,English Fantasy fiction,http://covers.openlibrary.org/b/id/6699909-L.jpg
God in the dock,C. S. Lewis,1970,Theology,http://covers.openlibrary.org/b/id/6507229-L.jpg
Studies in words,C. S. Lewis,1960,English language,http://covers.openlibrary.org/b/id/9321730-L.jpg
Of other worlds,C. S. Lewis,1966,English Fantasy fiction,http://covers.openlibrary.org/b/id/9321722-L.jpg
Beyond personality,C. S. Lewis,1944,God,http://covers.openlibrary.org/b/id/10645831-L.jpg
Hamlet,C. S. Lewis,1942,Hamlet (Legendary character),
English Literature in the Sixteenth Century,C. S. Lewis,1944,English literature,http://covers.openlibrary.org/b/id/9305356-L.jpg
C.S. Lewis letters to children,C. S. Lewis,1985,Correspondence,http://covers.openlibrary.org/b/id/9321716-L.jpg
Space Trilogy,C. S. Lewis,1975,"Fiction, science fiction, space opera",http://covers.openlibrary.org/b/id/426224-L.jpg
A Mind Awake,C. S. Lewis,1968,Theology,http://covers.openlibrary.org/b/id/6635632-L.jpg
All My Road before Me,C. S. Lewis,1991,Christian biography,http://covers.openlibrary.org/b/id/8371586-L.jpg
Screwtape proposes a toast,C. S. Lewis,1965,Christianity,
Spirits in bondage,C. S. Lewis,1919,Fiction,http://covers.openlibrary.org/b/id/9321719-L.jpg
The Cosmic Trilogy,C. S. Lewis,1990,"Fiction, science fiction, action & adventure",http://covers.openlibrary.org/b/id/2385986-L.jpg
C. S. Lewis,C. S. Lewis,2002,Christian life,http://covers.openlibrary.org/b/id/26067-L.jpg
Mere Christianity,C. S. Lewis,2020,,
"Lion, the Witch and the Wardrobe",C. S. Lewis,2000,Children's fiction,
Narrative poems,C. S. Lewis,1969,English Narrative poetry,http://covers.openlibrary.org/b/id/9321728-L.jpg
Spenser's images of life,C. S. Lewis,1967,Criticism and interpretation,http://covers.openlibrary.org/b/id/9310561-L.jpg
A Year with C. S. Lewis,C. S. Lewis,2003,Devotional calendars,http://covers.openlibrary.org/b/id/29846-L.jpg
Edmund and the white witch,Frederic Thomas,1997,Fantasy,http://covers.openlibrary.org/b/id/6860895-L.jpg
The joyful Christian,C. S. Lewis,1977,Church of England,http://covers.openlibrary.org/b/id/7138905-L.jpg
"The world's last night, and other essays",C. S. Lewis,1959,Christianity,http://covers.openlibrary.org/b/id/4506912-L.jpg
Studies in medieval and Renaissance literature,C. S. Lewis,1966,15th and 16th century,http://covers.openlibrary.org/b/id/332610-L.jpg
The personal heresy,E. M. W. Tillyard,1939,Criticism,http://covers.openlibrary.org/b/id/9321797-L.jpg
Screwtape Letters,C. S. Lewis,2009,"Christianity, 20th century",
Silver Chair,Pauline Baynes,2008,,
Last Battle,Pauline Baynes,2008,,
"Lion, the Witch, and the Wardrobe",C. S. Lewis,2008,"Fiction, general",
Great Divorce,C. S. Lewis,2018,,
"Tales of Narnia (The Magician's Nephew / The Lion, The Witch and the Wardrobe / The Horse and His Boy)",C. S. Lewis,1988,action & adventure,http://covers.openlibrary.org/b/id/9339197-L.jpg
Paved with Good Intentions,C. S. Lewis,2009,,
Miracles,C. S. Lewis,2009,Miracles,
What Christians Believe,C. S. Lewis,2009,,
Words to Live By,C. S. Lewis,2009,,
Virtue and Vice,C. S. Lewis,2009,,
Weight of Glory,C. S. Lewis,2009,,
Poems,C. S. Lewis,1965,Poetry,http://covers.openlibrary.org/b/id/9321732-L.jpg
"Fern-seed and elephants, and other essays on Christianity",C. S. Lewis,1975,Theology,http://covers.openlibrary.org/b/id/6963254-L.jpg
A Book of Narnians,C. S. Lewis,1994,"Lewis, c. s. (clive staples), 1898-1963",http://covers.openlibrary.org/b/id/24044-L.jpg
Edmund and the White Witch,Scout Driggs,2005,Children's fiction,http://covers.openlibrary.org/b/id/6920161-L.jpg
Visionary Christian,C. S. Lewis,1981,Theology,http://covers.openlibrary.org/b/id/9321731-L.jpg
Selected literary essays,C. S. Lewis,1969,Littérature,http://covers.openlibrary.org/b/id/9153850-L.jpg
Chronicles of Narnia,C. S. Lewis,2019,"Fiction, general",
Perelandra,C. S. Lewis,2020,,
Silver Chair,C. S. Lewis,2020,,
Grief Observed,C. S. Lewis,2012,,
Voyage of the Dawn Treader,C. S. Lewis,2020,,
Transposition and Other Addresses,C. S. Lewis,2020,,
Complete Chronicles of Narnia,C. S. Lewis,2005,Children's fiction,
Pilgrim's Regress,Frank Pape,2017,,
Welcome to Narnia,Jennifer Frantz,2005,Narnia (Imaginary place),http://covers.openlibrary.org/b/id/9321764-L.jpg
Letters to an American lady,C. S. Lewis,1967,Correspondence,http://covers.openlibrary.org/b/id/6636941-L.jpg
Aslan's triumph,Deborah Maze,1998,Fantasy,http://covers.openlibrary.org/b/id/9321755-L.jpg
Letters,C. S. Lewis,1966,Correspondence,http://covers.openlibrary.org/b/id/7007755-L.jpg
The Oxford history of English literature,C. S. Lewis,1954,"English poetry, history and criticism, early modern, 1500-1700",http://covers.openlibrary.org/b/id/4604713-L.jpg
Hey! Listen To This,Jim Trelease,1992,Literature,http://covers.openlibrary.org/b/id/12447742-L.jpg
The Chronicles of Narnia,C. S. Lewis,2001,Children's fiction,http://covers.openlibrary.org/b/id/9264408-L.jpg
The Voyage of the Dawn Treader,C. S. Lewis,1980,,
THE LAST BATTLE.,C. S. Lewis,1965,,
The Silmarillion,J.R.R. Tolkien,1800,Fantasy fiction,http://covers.openlibrary.org/b/id/10832348-L.jpg
The Two Towers,J.R.R. Tolkien,1954,Ents,http://covers.openlibrary.org/b/id/8167231-L.jpg
The Hobbit,J.R.R. Tolkien,1937,Arkenstone,http://covers.openlibrary.org/b/id/8406786-L.jpg
The Lord of the Rings,J.R.R. Tolkien,1954,The Lord of the Rings,http://covers.openlibrary.org/b/id/9255566-L.jpg
The Return of the King,J.R.R. Tolkien,1950,Elves,http://covers.openlibrary.org/b/id/10523169-L.jpg
The Fellowship of the Ring,J.R.R. Tolkien,1954,Elves,http://covers.openlibrary.org/b/id/8474036-L.jpg
Farmer Giles of Ham,J.R.R. Tolkien,1949,English Fantasy fiction,http://covers.openlibrary.org/b/id/8220018-L.jpg
Unfinished Tales of Númenor and Middle-earth,J.R.R. Tolkien,1980,English Fantasy fiction,http://covers.openlibrary.org/b/id/9293458-L.jpg
"The Book of Lost Tales, Part One",J.R.R. Tolkien,1983,Tolkien,http://covers.openlibrary.org/b/id/9293488-L.jpg
The Children of Húrin,J.R.R. Tolkien,2001,Middle Earth (Imaginary place),http://covers.openlibrary.org/b/id/8220298-L.jpg
Smith of Wootton Major,J.R.R. Tolkien,1967,Fairy tales,http://covers.openlibrary.org/b/id/6921545-L.jpg
Roverandom,J.R.R. Tolkien,1998,Dogs,http://covers.openlibrary.org/b/id/9293461-L.jpg
Tree and Leaf,J.R.R. Tolkien,1964,History and criticism,http://covers.openlibrary.org/b/id/7001499-L.jpg
Novels (Hobbit / Lord of the Rings),J.R.R. Tolkien,1979,"Fiction, fantasy, epic",http://covers.openlibrary.org/b/id/255844-L.jpg
Tales from the Perilous Realm,J.R.R. Tolkien,1993,Middle Earth (Imaginary place),http://covers.openlibrary.org/b/id/149284-L.jpg
Beowulf. the monsters and the critics,J.R.R. Tolkien,1936,Beowulf,http://covers.openlibrary.org/b/id/13271294-L.jpg
The letters of J.R.R. Tolkien,J.R.R. Tolkien,1981,Correspondence,http://covers.openlibrary.org/b/id/8220129-L.jpg
The Fall of Gondolin,J.R.R. Tolkien,1985,"Middle earth (imaginary place), fiction",http://covers.openlibrary.org/b/id/10292095-L.jpg
The Adventures of Tom Bombadil and Other Verses from the Red Book,J.R.R. Tolkien,1962,Middle-earth,http://covers.openlibrary.org/b/id/8220109-L.jpg
"The Book of Lost Tales, Part Two",J.R.R. Tolkien,1984,Tolkien,http://covers.openlibrary.org/b/id/8220093-L.jpg
The Shaping of Middle-Earth,J.R.R. Tolkien,1986,English Fantasy literature,http://covers.openlibrary.org/b/id/6634719-L.jpg
The Monsters and the Critics,J.R.R. Tolkien,1983,"Epic poetry, English (Old)",http://covers.openlibrary.org/b/id/9158609-L.jpg
The Father Christmas letters,J.R.R. Tolkien,1976,Children's stories,http://covers.openlibrary.org/b/id/8220084-L.jpg
Letters from Father Christmas,J.R.R. Tolkien,1991,Letters,http://covers.openlibrary.org/b/id/256689-L.jpg
Lord of the Rings,J.R.R. Tolkien,1976,,
Bilbo's Last Song (At the Grey Havens),J.R.R. Tolkien,1974,Middle Earth (Imaginary place),http://covers.openlibrary.org/b/id/7880311-L.jpg
Mr. Bliss,J.R.R. Tolkien,1982,Humorous stories,http://covers.openlibrary.org/b/id/255615-L.jpg
The Return of the Shadow,J.R.R. Tolkien,1988,English Fantasy fiction,http://covers.openlibrary.org/b/id/8220055-L.jpg
The Tolkien Reader,J.R.R. Tolkien,1966,English Fantasy literature,http://covers.openlibrary.org/b/id/8220069-L.jpg
The Fall of Arthur,J.R.R. Tolkien,2013,Arthurian romances,http://covers.openlibrary.org/b/id/7256068-L.jpg
The lost road and other writings,J.R.R. Tolkien,1987,Literary collections,http://covers.openlibrary.org/b/id/9293476-L.jpg
A Middle English vocabulary,J.R.R. Tolkien,1922,English language,http://covers.openlibrary.org/b/id/9293510-L.jpg
Works (Farmer Giles of Ham / Smith of Wootton Major),J.R.R. Tolkien,1967,Fantasy - General,http://covers.openlibrary.org/b/id/6605345-L.jpg
The War of the Ring,J.R.R. Tolkien,1990,English Fantasy fiction,http://covers.openlibrary.org/b/id/256010-L.jpg
The Lays of Beleriand,J.R.R. Tolkien,1985,"Fantasy poetry, English",http://covers.openlibrary.org/b/id/9293471-L.jpg
Two Towers,J.R.R. Tolkien,2009,,
Beren and Lúthien,J.R.R. Tolkien,2017,"Fiction, fantasy, epic",http://covers.openlibrary.org/b/id/10627833-L.jpg
